Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season,FirstName
1956,Melbourne / Stockholm,Aquatics,Water polo,"GVAKHARIYA, Nodar",URS,Men,Water Polo,Bronze,Summer,Nodar
1956,Melbourne / Stockholm,Aquatics,Water polo,"KURENNOI, Vyacheslav",URS,Men,Water Polo,Bronze,Summer,Vyacheslav
1956,Melbourne / Stockholm,Aquatics,Water polo,"MARKAROV, Boris",URS,Men,Water Polo,Bronze,Summer,Boris
1956,Melbourne / Stockholm,Aquatics,Water polo,"MSHVENIERADZE, Pyotr",URS,Men,Water Polo,Bronze,Summer,Pyotr
1956,Melbourne / Stockholm,Aquatics,Water polo,"PROKOPOV, Valentin",URS,Men,Water Polo,Bronze,Summer,Valentin
1956,Melbourne / Stockholm,Aquatics,Water polo,"RYZHAK, Mikhail",URS,Men,Water Polo,Bronze,Summer,Mikhail
1956,Melbourne / Stockholm,Aquatics,Water polo,"SHLYAPIN, Yuri",URS,Men,Water Polo,Bronze,Summer,Yuri
1956,Melbourne / Stockholm,Aquatics,Water polo,"BOLVARI, Antal",HUN,Men,Water Polo,Gold,Summer,Antal
1956,Melbourne / Stockholm,Aquatics,Water polo,"BOROS, Otto",HUN,Men,Water Polo,Gold,Summer,Otto
1956,Melbourne / Stockholm,Aquatics,Water polo,"GYARMATI, Dezso",HUN,Men,Water Polo,Gold,Summer,Dezso
1956,Melbourne / Stockholm,Aquatics,Water polo,"HEVESI, Istvan",HUN,Men,Water Polo,Gold,Summer,Istvan
1956,Melbourne / Stockholm,Aquatics,Water polo,"JENEI, Laszlo",HUN,Men,Water Polo,Gold,Summer,Laszlo
1956,Melbourne / Stockholm,Aquatics,Water polo,"KANIZSA, Tivadar",HUN,Men,Water Polo,Gold,Summer,Tivadar
1956,Melbourne / Stockholm,Aquatics,Water polo,"KARPATI, György",HUN,Men,Water Polo,Gold,Summer,György
1956,Melbourne / Stockholm,Aquatics,Water polo,"MARKOVICS, Kalman",HUN,Men,Water Polo,Gold,Summer,Kalman
1956,Melbourne / Stockholm,Aquatics,Water polo,"MAYER, Mihaly",HUN,Men,Water Polo,Gold,Summer,Mihaly
1956,Melbourne / Stockholm,Aquatics,Water polo,"SZIVOS, Istvan",HUN,Men,Water Polo,Gold,Summer,Istvan
1956,Melbourne / Stockholm,Aquatics,Water polo,"ZADOR, Ervin",HUN,Men,Water Polo,Gold,Summer,Ervin
1956,Melbourne / Stockholm,Aquatics,Water polo,"CIPCI, Ivo",YUG,Men,Water Polo,Silver,Summer,Ivo
1956,Melbourne / Stockholm,Aquatics,Water polo,"FRANJKOVIC, Tomislav",YUG,Men,Water Polo,Silver,Summer,Tomislav
1956,Melbourne / Stockholm,Aquatics,Water polo,"IVKOVIC, Vladimir",YUG,Men,Water Polo,Silver,Summer,Vladimir
1956,Melbourne / Stockholm,Aquatics,Water polo,"JEZIC, Zdravko",YUG,Men,Water Polo,Silver,Summer,Zdravko
1956,Melbourne / Stockholm,Aquatics,Water polo,"KACIC, Horivoje",YUG,Men,Water Polo,Silver,Summer,Horivoje
1956,Melbourne / Stockholm,Aquatics,Water polo,"KOVACIC, Zdravko",YUG,Men,Water Polo,Silver,Summer,Zdravko
1956,Melbourne / Stockholm,Aquatics,Water polo,"RADONIC, Lovro",YUG,Men,Water Polo,Silver,Summer,Lovro
1956,Melbourne / Stockholm,Aquatics,Water polo,"ZUZEJ, Marjan",YUG,Men,Water Polo,Silver,Summer,Marjan
1956,Melbourne / Stockholm,Athletics,Athletics,"LAWRENCE, Allan",AUS,Men,10000M,Bronze,Summer,Allan
1956,Melbourne / Stockholm,Athletics,Athletics,"KUTS, Vladimir",URS,Men,10000M,Gold,Summer,Vladimir
1956,Melbourne / Stockholm,Athletics,Athletics,"KOVACS, Jozsef",HUN,Men,10000M,Silver,Summer,Jozsef
1956,Melbourne / Stockholm,Athletics,Athletics,"HOGAN, Hector",AUS,Men,100M,Bronze,Summer,Hector
1956,Melbourne / Stockholm,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,100M,Gold,Summer,Robert
1956,Melbourne / Stockholm,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,100M,Silver,Summer,Walter
1956,Melbourne / Stockholm,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",AUS,Women,100M,Bronze,Summer,Marlene
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,100M,Gold,Summer,Betty
1956,Melbourne / Stockholm,Athletics,Athletics,"STUBNICK, Christa",EUA,Women,100M,Silver,Summer,Christa
1956,Melbourne / Stockholm,Athletics,Athletics,"SHANKLE, Joel",USA,Men,110M Hurdles,Bronze,Summer,Joel
1956,Melbourne / Stockholm,Athletics,Athletics,"CALHOUN, Lee",USA,Men,110M Hurdles,Gold,Summer,Lee
1956,Melbourne / Stockholm,Athletics,Athletics,"DAVIS, Jack",USA,Men,110M Hurdles,Silver,Summer,Jack
1956,Melbourne / Stockholm,Athletics,Athletics,"LANDY, John",AUS,Men,1500M,Bronze,Summer,John
1956,Melbourne / Stockholm,Athletics,Athletics,"DELANY, Ronald Michael",IRL,Men,1500M,Gold,Summer,Ronald
1956,Melbourne / Stockholm,Athletics,Athletics,"RICHTZENHAIN, Klaus",EUA,Men,1500M,Silver,Summer,Klaus
1956,Melbourne / Stockholm,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,200M,Bronze,Summer,Walter
1956,Melbourne / Stockholm,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,200M,Gold,Summer,Robert
1956,Melbourne / Stockholm,Athletics,Athletics,"STANFIELD, Andrew William",USA,Men,200M,Silver,Summer,Andrew
1956,Melbourne / Stockholm,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",AUS,Women,200M,Bronze,Summer,Marlene
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,200M,Gold,Summer,Betty
1956,Melbourne / Stockholm,Athletics,Athletics,"STUBNICK, Christa",EUA,Women,200M,Silver,Summer,Christa
1956,Melbourne / Stockholm,Athletics,Athletics,"JUNK, Bruno",URS,Men,20KM Walk,Bronze,Summer,Bruno
1956,Melbourne / Stockholm,Athletics,Athletics,"SPIRIN, Leonid",URS,Men,20KM Walk,Gold,Summer,Leonid
1956,Melbourne / Stockholm,Athletics,Athletics,"MIKENAS, Antanas",URS,Men,20KM Walk,Silver,Summer,Antanas
1956,Melbourne / Stockholm,Athletics,Athletics,"LARSEN, Ernst",NOR,Men,3000M Steeplechase,Bronze,Summer,Ernst
1956,Melbourne / Stockholm,Athletics,Athletics,"BRASHER, Christopher William",GBR,Men,3000M Steeplechase,Gold,Summer,Christopher
1956,Melbourne / Stockholm,Athletics,Athletics,"ROZSNYOI, Sandor",HUN,Men,3000M Steeplechase,Silver,Summer,Sandor
1956,Melbourne / Stockholm,Athletics,Athletics,"HELLSTEN, Voitto Valdemar",FIN,Men,400M,Bronze,Summer,Voitto
1956,Melbourne / Stockholm,Athletics,Athletics,"IGNATYEV, Ardalion",URS,Men,400M,Bronze,Summer,Ardalion
1956,Melbourne / Stockholm,Athletics,Athletics,"JENKINS, Charles Lamont",USA,Men,400M,Gold,Summer,Charles
1956,Melbourne / Stockholm,Athletics,Athletics,"HAAS, Karl-Friedrich",EUA,Men,400M,Silver,Summer,Karl-Friedrich
1956,Melbourne / Stockholm,Athletics,Athletics,"CULBREATH, Joshua",USA,Men,400M Hurdles,Bronze,Summer,Joshua
1956,Melbourne / Stockholm,Athletics,Athletics,"DAVIS, Glenn Ashby",USA,Men,400M Hurdles,Gold,Summer,Glenn
1956,Melbourne / Stockholm,Athletics,Athletics,"SOUTHERN, Silas Edward",USA,Men,400M Hurdles,Silver,Summer,Silas
1956,Melbourne / Stockholm,Athletics,Athletics,"FÜTTERER, Heinz",EUA,Men,4X100M Relay,Bronze,Summer,Heinz
1956,Melbourne / Stockholm,Athletics,Athletics,"GERMAR, Manfred",EUA,Men,4X100M Relay,Bronze,Summer,Manfred
1956,Melbourne / Stockholm,Athletics,Athletics,"KNÖRZER, Lothar",EUA,Men,4X100M Relay,Bronze,Summer,Lothar
1956,Melbourne / Stockholm,Athletics,Athletics,"POHL, Leonard (Leo)",EUA,Men,4X100M Relay,Bronze,Summer,Leonard
1956,Melbourne / Stockholm,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,4X100M Relay,Gold,Summer,Walter
1956,Melbourne / Stockholm,Athletics,Athletics,"KING, Leamon",USA,Men,4X100M Relay,Gold,Summer,Leamon
1956,Melbourne / Stockholm,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,4X100M Relay,Gold,Summer,Robert
1956,Melbourne / Stockholm,Athletics,Athletics,"MURCHISON, Ira James",USA,Men,4X100M Relay,Gold,Summer,Ira
1956,Melbourne / Stockholm,Athletics,Athletics,"BARTENEV, Leonid",URS,Men,4X100M Relay,Silver,Summer,Leonid
1956,Melbourne / Stockholm,Athletics,Athletics,"KONOVALOV, Yuri",URS,Men,4X100M Relay,Silver,Summer,Yuri
1956,Melbourne / Stockholm,Athletics,Athletics,"SUKHAREV, Vladimir",URS,Men,4X100M Relay,Silver,Summer,Vladimir
1956,Melbourne / Stockholm,Athletics,Athletics,"TOKAREV, Boris",URS,Men,4X100M Relay,Silver,Summer,Boris
1956,Melbourne / Stockholm,Athletics,Athletics,"DANIELS, Isabelle Francis",USA,Women,4X100M Relay,Bronze,Summer,Isabelle
1956,Melbourne / Stockholm,Athletics,Athletics,"FAGGS, Mae Heriwentha",USA,Women,4X100M Relay,Bronze,Summer,Mae
1956,Melbourne / Stockholm,Athletics,Athletics,"MATTHEWS, Margaret Rejean",USA,Women,4X100M Relay,Bronze,Summer,Margaret
1956,Melbourne / Stockholm,Athletics,Athletics,"RUDOLPH, Wilma",USA,Women,4X100M Relay,Bronze,Summer,Wilma
1956,Melbourne / Stockholm,Athletics,Athletics,"CROOKER-FLEMING, Norma Wilson",AUS,Women,4X100M Relay,Gold,Summer,Norma
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,4X100M Relay,Gold,Summer,Betty
1956,Melbourne / Stockholm,Athletics,Athletics,"MELLOR-WENHAM, Fluer Northey",AUS,Women,4X100M Relay,Gold,Summer,Fluer
1956,Melbourne / Stockholm,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Women,4X100M Relay,Gold,Summer,Shirley
1956,Melbourne / Stockholm,Athletics,Athletics,"ARMITAGE, Heather Joy",GBR,Women,4X100M Relay,Silver,Summer,Heather
1956,Melbourne / Stockholm,Athletics,Athletics,"FOULDS-PAUL, June Florence",GBR,Women,4X100M Relay,Silver,Summer,June
1956,Melbourne / Stockholm,Athletics,Athletics,"PASHLEY, Anne",GBR,Women,4X100M Relay,Silver,Summer,Anne
1956,Melbourne / Stockholm,Athletics,Athletics,"SCRIVENS, Jean Eileen",GBR,Women,4X100M Relay,Silver,Summer,Jean
1956,Melbourne / Stockholm,Athletics,Athletics,"HIGGINS, Francis Peter",GBR,Men,4X400M Relay,Bronze,Summer,Francis
1956,Melbourne / Stockholm,Athletics,Athletics,"JOHNSON, Derek James Neville",GBR,Men,4X400M Relay,Bronze,Summer,Derek
1956,Melbourne / Stockholm,Athletics,Athletics,"SALISBURY, John Edward",GBR,Men,4X400M Relay,Bronze,Summer,John
1956,Melbourne / Stockholm,Athletics,Athletics,"WHEELER, Michael Keith Valentine",GBR,Men,4X400M Relay,Bronze,Summer,Michael
1956,Melbourne / Stockholm,Athletics,Athletics,"COURTNEY, Thomas William",USA,Men,4X400M Relay,Gold,Summer,Thomas
1956,Melbourne / Stockholm,Athletics,Athletics,"JENKINS, Charles Lamont",USA,Men,4X400M Relay,Gold,Summer,Charles
1956,Melbourne / Stockholm,Athletics,Athletics,"JONES, Louis Woodard III",USA,Men,4X400M Relay,Gold,Summer,Louis
1956,Melbourne / Stockholm,Athletics,Athletics,"MASHBURN, Jesse William",USA,Men,4X400M Relay,Gold,Summer,Jesse
1956,Melbourne / Stockholm,Athletics,Athletics,"GIPSON, Graham Chater",AUS,Men,4X400M Relay,Silver,Summer,Graham
1956,Melbourne / Stockholm,Athletics,Athletics,"GOSPER, Richard Kevan",AUS,Men,4X400M Relay,Silver,Summer,Richard
1956,Melbourne / Stockholm,Athletics,Athletics,"GREGORY, Leonard Stuart",AUS,Men,4X400M Relay,Silver,Summer,Leonard
1956,Melbourne / Stockholm,Athletics,Athletics,"LEAN, David Francis",AUS,Men,4X400M Relay,Silver,Summer,David
1956,Melbourne / Stockholm,Athletics,Athletics,"IBBOTSON, George Derek",GBR,Men,5000M,Bronze,Summer,George
1956,Melbourne / Stockholm,Athletics,Athletics,"KUTS, Vladimir",URS,Men,5000M,Gold,Summer,Vladimir
1956,Melbourne / Stockholm,Athletics,Athletics,"PIRIE, Douglas A.Gordon",GBR,Men,5000M,Silver,Summer,Douglas
1956,Melbourne / Stockholm,Athletics,Athletics,"LJUNGGREN, John Artur",SWE,Men,50KM Walk,Bronze,Summer,John
1956,Melbourne / Stockholm,Athletics,Athletics,"READ, Norman Richard",NZL,Men,50KM Walk,Gold,Summer,Norman
1956,Melbourne / Stockholm,Athletics,Athletics,"MASKINSKOV, Yevgeni",URS,Men,50KM Walk,Silver,Summer,Yevgeni
1956,Melbourne / Stockholm,Athletics,Athletics,"BOYSEN, Audun",NOR,Men,800M,Bronze,Summer,Audun
1956,Melbourne / Stockholm,Athletics,Athletics,"COURTNEY, Thomas William",USA,Men,800M,Gold,Summer,Thomas
1956,Melbourne / Stockholm,Athletics,Athletics,"JOHNSON, Derek James Neville",GBR,Men,800M,Silver,Summer,Derek
1956,Melbourne / Stockholm,Athletics,Athletics,"THROWER-AUSTIN, Norma Claire",AUS,Women,80M Hurdles,Bronze,Summer,Norma
1956,Melbourne / Stockholm,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Women,80M Hurdles,Gold,Summer,Shirley
1956,Melbourne / Stockholm,Athletics,Athletics,"KÖHLER-BIRKEMEYER, Gisela",EUA,Women,80M Hurdles,Silver,Summer,Gisela
1956,Melbourne / Stockholm,Athletics,Athletics,"KUZNETSOV, Vasili",URS,Men,Decathlon,Bronze,Summer,Vasili
1956,Melbourne / Stockholm,Athletics,Athletics,"CAMPBELL, Milton Gray",USA,Men,Decathlon,Gold,Summer,Milton
1956,Melbourne / Stockholm,Athletics,Athletics,"JOHNSON, Rafer Lewis",USA,Men,Decathlon,Silver,Summer,Rafer
1956,Melbourne / Stockholm,Athletics,Athletics,"KOCH, Desmond Dalworth",USA,Men,Discus Throw,Bronze,Summer,Desmond
1956,Melbourne / Stockholm,Athletics,Athletics,"OERTER, Alfred",USA,Men,Discus Throw,Gold,Summer,Alfred
1956,Melbourne / Stockholm,Athletics,Athletics,"GORDIEN, Fortune Edward",USA,Men,Discus Throw,Silver,Summer,Fortune
1956,Melbourne / Stockholm,Athletics,Athletics,"ROMASHKOVA-PONOMAREVA, Nina",URS,Women,Discus Throw,Bronze,Summer,Nina
1956,Melbourne / Stockholm,Athletics,Athletics,"FIKOTOVA-CONNOLLY, Olga",TCH,Women,Discus Throw,Gold,Summer,Olga
1956,Melbourne / Stockholm,Athletics,Athletics,"BEGLYAKOVA, Irina",URS,Women,Discus Throw,Silver,Summer,Irina
1956,Melbourne / Stockholm,Athletics,Athletics,"SAMOTSVETOV, Anatoli",URS,Men,Hammer Throw,Bronze,Summer,Anatoli
1956,Melbourne / Stockholm,Athletics,Athletics,"CONNOLLY, Harold Vincent",USA,Men,Hammer Throw,Gold,Summer,Harold
1956,Melbourne / Stockholm,Athletics,Athletics,"KRIVONOSOV, Mikhail",URS,Men,Hammer Throw,Silver,Summer,Mikhail
1956,Melbourne / Stockholm,Athletics,Athletics,"KASHKAROV, Igor",URS,Men,High Jump,Bronze,Summer,Igor
1956,Melbourne / Stockholm,Athletics,Athletics,"DUMAS, Charles Everett",USA,Men,High Jump,Gold,Summer,Charles
1956,Melbourne / Stockholm,Athletics,Athletics,"PORTER, Charles Michael",AUS,Men,High Jump,Silver,Summer,Charles
1956,Melbourne / Stockholm,Athletics,Athletics,"MCDANIEL, Mildred Louise",USA,Women,High Jump,Gold,Summer,Mildred
1956,Melbourne / Stockholm,Athletics,Athletics,"HOPKINS, Thelma Elizabeth",GBR,Women,High Jump,Silver,Summer,Thelma
1956,Melbourne / Stockholm,Athletics,Athletics,"PISSAREVA, Mariya",URS,Women,High Jump,Silver,Summer,Mariya
1956,Melbourne / Stockholm,Athletics,Athletics,"TSYBULENKO, Viktor",URS,Men,Javelin Throw,Bronze,Summer,Viktor
1956,Melbourne / Stockholm,Athletics,Athletics,"DANIELSEN, Egil",NOR,Men,Javelin Throw,Gold,Summer,Egil
1956,Melbourne / Stockholm,Athletics,Athletics,"SIDLO, Janusz",POL,Men,Javelin Throw,Silver,Summer,Janusz
1956,Melbourne / Stockholm,Athletics,Athletics,"KONYAEVA, Nadezhda",URS,Women,Javelin Throw,Bronze,Summer,Nadezhda
1956,Melbourne / Stockholm,Athletics,Athletics,"YAUNZEME, Inese",URS,Women,Javelin Throw,Gold,Summer,Inese
1956,Melbourne / Stockholm,Athletics,Athletics,"AHRENS, Marlene",CHI,Women,Javelin Throw,Silver,Summer,Marlene
1956,Melbourne / Stockholm,Athletics,Athletics,"VALKAMA, Jorma Rainer",FIN,Men,Long Jump,Bronze,Summer,Jorma
1956,Melbourne / Stockholm,Athletics,Athletics,"BELL, Gregory Curtis",USA,Men,Long Jump,Gold,Summer,Gregory
1956,Melbourne / Stockholm,Athletics,Athletics,"BENNETT, John Dale",USA,Men,Long Jump,Silver,Summer,John
1956,Melbourne / Stockholm,Athletics,Athletics,"KHNYKINA-DVALISHVILI, Nadezhda",URS,Women,Long Jump,Bronze,Summer,Nadezhda
1956,Melbourne / Stockholm,Athletics,Athletics,"DUNSKA-KRZESINSKA, Elzbieta",POL,Women,Long Jump,Gold,Summer,Elzbieta
1956,Melbourne / Stockholm,Athletics,Athletics,"WHITE, Willie B.",USA,Women,Long Jump,Silver,Summer,Willie
1956,Melbourne / Stockholm,Athletics,Athletics,"KARVONEN, Veikko Leo",FIN,Men,Marathon,Bronze,Summer,Veikko
1956,Melbourne / Stockholm,Athletics,Athletics,"MIMOUN, Alain",FRA,Men,Marathon,Gold,Summer,Alain
1956,Melbourne / Stockholm,Athletics,Athletics,"MIHALIC, Franjo",YUG,Men,Marathon,Silver,Summer,Franjo
1956,Melbourne / Stockholm,Athletics,Athletics,"ROUBANIS, Georgios",GRE,Men,Pole Vault,Bronze,Summer,Georgios
1956,Melbourne / Stockholm,Athletics,Athletics,"RICHARDS, Robert",USA,Men,Pole Vault,Gold,Summer,Robert
1956,Melbourne / Stockholm,Athletics,Athletics,"GUTOWSKI, Robert Allen",USA,Men,Pole Vault,Silver,Summer,Robert
1956,Melbourne / Stockholm,Athletics,Athletics,"SKOBLA, Jiri",TCH,Men,Shot Put,Bronze,Summer,Jiri
1956,Melbourne / Stockholm,Athletics,Athletics,"O, William Patrick Jr.",USA,Men,Shot Put,Gold,Summer,William
1956,Melbourne / Stockholm,Athletics,Athletics,"NIEDER, William Henry",USA,Men,Shot Put,Silver,Summer,William
1956,Melbourne / Stockholm,Athletics,Athletics,"WERNER-SCHULZE-ENTRUP, Marianne",EUA,Women,Shot Put,Bronze,Summer,Marianne
1956,Melbourne / Stockholm,Athletics,Athletics,"TYSHKEVICH, Tamara",URS,Women,Shot Put,Gold,Summer,Tamara
1956,Melbourne / Stockholm,Athletics,Athletics,"ZYBINA, Galina",URS,Women,Shot Put,Silver,Summer,Galina
1956,Melbourne / Stockholm,Athletics,Athletics,"KREER, Vitold",URS,Men,Triple Jump,Bronze,Summer,Vitold
1956,Melbourne / Stockholm,Athletics,Athletics,"FERREIRA DA SILVA, Adhemar",BRA,Men,Triple Jump,Gold,Summer,Adhemar
1956,Melbourne / Stockholm,Athletics,Athletics,"EINARSSON, Vilhjalmur",ISL,Men,Triple Jump,Silver,Summer,Vilhjalmur
1956,Melbourne / Stockholm,Basketball,Basketball,"BLIXEN, Carlos S.",URU,Men,Basketball,Bronze,Summer,Carlos
1956,Melbourne / Stockholm,Basketball,Basketball,"CHELLE, Nelson R.",URU,Men,Basketball,Bronze,Summer,Nelson
1956,Melbourne / Stockholm,Basketball,Basketball,"CORTES, Ramiro",URU,Men,Basketball,Bronze,Summer,Ramiro
1956,Melbourne / Stockholm,Basketball,Basketball,"COSTA, Hector J.",URU,Men,Basketball,Bronze,Summer,Hector
1956,Melbourne / Stockholm,Basketball,Basketball,"DEMARCO, Nelson",URU,Men,Basketball,Bronze,Summer,Nelson
1956,Melbourne / Stockholm,Basketball,Basketball,"GARCIA OTERO, Hector",URU,Men,Basketball,Bronze,Summer,Hector
1956,Melbourne / Stockholm,Basketball,Basketball,"GONZALEZ, Carlos",URU,Men,Basketball,Bronze,Summer,Carlos
1956,Melbourne / Stockholm,Basketball,Basketball,"MATTO, Sergio A.",URU,Men,Basketball,Bronze,Summer,Sergio
1956,Melbourne / Stockholm,Basketball,Basketball,"MERA, Raul E.",URU,Men,Basketball,Bronze,Summer,Raul
1956,Melbourne / Stockholm,Basketball,Basketball,"MOGLIA, Oscar",URU,Men,Basketball,Bronze,Summer,Oscar
1956,Melbourne / Stockholm,Basketball,Basketball,"OLASCOAGA, Ariel",URU,Men,Basketball,Bronze,Summer,Ariel
1956,Melbourne / Stockholm,Basketball,Basketball,"SCARON, Milton A.",URU,Men,Basketball,Bronze,Summer,Milton
1956,Melbourne / Stockholm,Basketball,Basketball,"BOUSHKA, Richard James",USA,Men,Basketball,Gold,Summer,Richard
1956,Melbourne / Stockholm,Basketball,Basketball,"CAIN, Carl Cecil",USA,Men,Basketball,Gold,Summer,Carl
1956,Melbourne / Stockholm,Basketball,Basketball,"DARLING, Charles Frick",USA,Men,Basketball,Gold,Summer,Charles
1956,Melbourne / Stockholm,Basketball,Basketball,"EVANS, William Best",USA,Men,Basketball,Gold,Summer,William
1956,Melbourne / Stockholm,Basketball,Basketball,"FORD, Gilbert",USA,Men,Basketball,Gold,Summer,Gilbert
1956,Melbourne / Stockholm,Basketball,Basketball,"HALDORSSON, Burdette Eliele",USA,Men,Basketball,Gold,Summer,Burdette
1956,Melbourne / Stockholm,Basketball,Basketball,"HOUGLAND, William Marion",USA,Men,Basketball,Gold,Summer,William
1956,Melbourne / Stockholm,Basketball,Basketball,"JEANGERARD, Robert Eugene",USA,Men,Basketball,Gold,Summer,Robert
1956,Melbourne / Stockholm,Basketball,Basketball,"JONES, Kenneth C.",USA,Men,Basketball,Gold,Summer,Kenneth
1956,Melbourne / Stockholm,Basketball,Basketball,"RUSSELL, William Fenton",USA,Men,Basketball,Gold,Summer,William
1956,Melbourne / Stockholm,Basketball,Basketball,"TOMSIC, Ronald Paul",USA,Men,Basketball,Gold,Summer,Ronald
1956,Melbourne / Stockholm,Basketball,Basketball,"WALSH, James Patrick",USA,Men,Basketball,Gold,Summer,James
1956,Melbourne / Stockholm,Basketball,Basketball,"BOCHKAREV, Arkadi",URS,Men,Basketball,Silver,Summer,Arkadi
1956,Melbourne / Stockholm,Basketball,Basketball,"KRUMINS, Yanis",URS,Men,Basketball,Silver,Summer,Yanis
1956,Melbourne / Stockholm,Basketball,Basketball,"LAURITENAS, Algirdas",URS,Men,Basketball,Silver,Summer,Algirdas
1956,Melbourne / Stockholm,Basketball,Basketball,"MUIZHNIEK, Valdis",URS,Men,Basketball,Silver,Summer,Valdis
1956,Melbourne / Stockholm,Basketball,Basketball,"OZEROV, Yuri",URS,Men,Basketball,Silver,Summer,Yuri
1956,Melbourne / Stockholm,Basketball,Basketball,"PETKYAVICHUS, Kasis",URS,Men,Basketball,Silver,Summer,Kasis
1956,Melbourne / Stockholm,Basketball,Basketball,"SEMYONOV, Mikhail",URS,Men,Basketball,Silver,Summer,Mikhail
1956,Melbourne / Stockholm,Basketball,Basketball,"STONKUS, Stasis",URS,Men,Basketball,Silver,Summer,Stasis
1956,Melbourne / Stockholm,Basketball,Basketball,"STUDENETSKY, Mikhail",URS,Men,Basketball,Silver,Summer,Mikhail
1956,Melbourne / Stockholm,Basketball,Basketball,"TORBAN, Vladimir",URS,Men,Basketball,Silver,Summer,Vladimir
1956,Melbourne / Stockholm,Basketball,Basketball,"VALDMANIS, Maigonis",URS,Men,Basketball,Silver,Summer,Maigonis
1956,Melbourne / Stockholm,Basketball,Basketball,"ZUBKOV, Viktor",URS,Men,Basketball,Silver,Summer,Viktor
1956,Melbourne / Stockholm,Boxing,Boxing,"CALDWELL, John",IRL,Men,- 51KG (Flyweight),Bronze,Summer,John
1956,Melbourne / Stockholm,Boxing,Boxing,"LIBEER, Rene",FRA,Men,- 51KG (Flyweight),Bronze,Summer,Rene
1956,Melbourne / Stockholm,Boxing,Boxing,"SPINKS, Terence George",GBR,Men,- 51KG (Flyweight),Gold,Summer,Terence
1956,Melbourne / Stockholm,Boxing,Boxing,"DOBRESCU, Mircea",ROU,Men,- 51KG (Flyweight),Silver,Summer,Mircea
1956,Melbourne / Stockholm,Boxing,Boxing,"BEKKER, Daniel Wepener",RSA,Men,+ 81KG (Heavyweight),Bronze,Summer,Daniel
1956,Melbourne / Stockholm,Boxing,Boxing,"BOZZANO, Giacomo",ITA,Men,+ 81KG (Heavyweight),Bronze,Summer,Giacomo
1956,Melbourne / Stockholm,Boxing,Boxing,"RADEMACHER, Thomas Peter",USA,Men,+ 81KG (Heavyweight),Gold,Summer,Thomas
1956,Melbourne / Stockholm,Boxing,Boxing,"MUKHIN, Lev",URS,Men,+ 81KG (Heavyweight),Silver,Summer,Lev
1956,Melbourne / Stockholm,Boxing,Boxing,"BARRIENTOS, Claudio",CHI,Men,51 - 54KG (Bantamweight),Bronze,Summer,Claudio
1956,Melbourne / Stockholm,Boxing,Boxing,"GILROY, Frederick",IRL,Men,51 - 54KG (Bantamweight),Bronze,Summer,Frederick
1956,Melbourne / Stockholm,Boxing,Boxing,"BEHRENDT, Wolfgang",EUA,Men,51 - 54KG (Bantamweight),Gold,Summer,Wolfgang
1956,Melbourne / Stockholm,Boxing,Boxing,"SONG, Soon-Chun",KOR,Men,51 - 54KG (Bantamweight),Silver,Summer,Soon-Chun
1956,Melbourne / Stockholm,Boxing,Boxing,"HÄMÄLÄINEN, Pentti Olavi",FIN,Men,54 - 57KG (Featherweight),Bronze,Summer,Pentti
1956,Melbourne / Stockholm,Boxing,Boxing,"NIEDZWIEDZKI, Henryk",POL,Men,54 - 57KG (Featherweight),Bronze,Summer,Henryk
1956,Melbourne / Stockholm,Boxing,Boxing,"SAFRONOV, Vladimir",URS,Men,54 - 57KG (Featherweight),Gold,Summer,Vladimir
1956,Melbourne / Stockholm,Boxing,Boxing,"NICHOLLS, Thomas G.",GBR,Men,54 - 57KG (Featherweight),Silver,Summer,Thomas
1956,Melbourne / Stockholm,Boxing,Boxing,"BYRNE, Anthony",IRL,Men,57 - 60KG (Lightweight),Bronze,Summer,Anthony
1956,Melbourne / Stockholm,Boxing,Boxing,"LAGETKO, Anatoli",URS,Men,57 - 60KG (Lightweight),Bronze,Summer,Anatoli
1956,Melbourne / Stockholm,Boxing,Boxing,"MCTAGGART, Richard",GBR,Men,57 - 60KG (Lightweight),Gold,Summer,Richard
1956,Melbourne / Stockholm,Boxing,Boxing,"KURSCHAT, Harry",EUA,Men,57 - 60KG (Lightweight),Silver,Summer,Harry
1956,Melbourne / Stockholm,Boxing,Boxing,"DUMITRESCU, Constantin",ROU,Men,60 - 63.5KG (Light-Welterweight),Bronze,Summer,Constantin
